Unnamed: 0,Capacity dV CCCT,Charge time dV CCCT,Coefficient of skewness CCCV,Discharge_Q,Energy dV CCCT,Entropy dV CCCT,Entropy dV CCCT Shannon,Frechet Distance CC curve,Group,Hausdorff Distance CC curve,Kurtosis coefficient CCCV,Lagged Cumulated Discharge Capacity,Lagged Cumulated Discharge Energy,Lagged Pseudo Resistace,Lagged cycle time,Mean DV CCCV,Recovery Voltage,SOH_discharge_capacity,Slope CCCV-CCCT
0,575.322684160197,0.0049652779707685,0.0102465482222565,734.0756158938332,575.322684160197,0.1272788311873613,8.69348695749935,0.8469252091030505,8004.0,6.446098601893609,0.1281288763768371,0.0,0.0,0.0,0.0,0.4806185197384112,2.7001176,1.0,18.154890368273804
1,567.156913322784,0.0048842539545148,0.0110083562367181,725.68956776276,567.156913322784,0.1276649970168384,8.64385618977475,0.8468980468686703,8004.0,6.407780623494593,0.12900278185029,734.0756158938332,2300.316910519565,0.0253385000000006,0.0818945040227845,0.4797608410176018,2.6997566,0.9885760431902346,18.44721682025859
2,562.199426987915,0.0048379560466855,0.0122044688027518,720.520947044064,562.199426987915,0.1298179951683155,8.668884984266237,0.8468821024234412,8004.0,6.394642612666397,0.130216668602033,1459.765183656593,4574.211287804523,0.0203257500000009,0.1628198841353878,0.4790348331626347,2.6999974,0.9815350509453108,18.61507804198445
3,558.4989269300199,0.0048263890203088,0.0130181005389181,716.899384536336,558.4989269300199,0.1258238813296495,8.64385618977475,0.8468780581259916,8004.0,6.39127407716311,0.1306862857872141,2180.286130700657,6833.189438684008,0.0197237500000002,0.243175360141322,0.4779441105859752,2.699924,0.9766015503231464,18.7507422492714
4,552.9937635628389,0.0047800861066207,0.0143093760882008,711.608957710388,552.9937635628389,0.126958359256496,8.622051819456425,0.8468617433040329,8004.0,6.381767922309617,0.1327913182524224,2897.1855152369926,9082.2874222737,0.0205092500000003,0.3231020072707906,0.4761085178935433,2.7000041,0.9693946267972828,18.831490542260106
5,549.1092448493521,0.0047685109311714,0.0152716651529065,707.538136014693,549.1092448493521,0.1260859781385186,8.607330313749646,0.8468576499380948,8004.0,6.389121012102593,0.1341777402629117,3608.794472947381,11316.107861784209,0.0190047500000001,0.4024138413369656,0.4745629530314958,2.7001245,0.9638491194850176,18.885458917146973
6,545.2433534319799,0.0047569380840286,0.0160348047485606,703.367497237217,545.2433534319799,0.1295771202036687,8.66533591718513,0.8468533478740745,8004.0,6.384601928030193,0.1347540576144195,4316.332608962074,13537.915445411069,0.0185042499999998,0.4812673412961885,0.4741716144331372,2.699964,0.9581676356062788,18.93129353544096
7,541.127197871267,0.0047569449525326,0.0167650217795426,701.722747491465,541.127197871267,0.1269305957724643,8.640244936222325,0.8468533504251069,8004.0,6.400449808123264,0.1363139102367361,5019.7001061992905,15747.58864966578,0.0179022499999992,0.5596599574200809,0.4724440061004078,2.6998613,0.9559270629593464,18.95651427180081
8,537.206820921828,0.0047222159337252,0.0173352232169223,698.00576857569,537.206820921828,0.1269123610935475,8.611024797307406,0.8468409393996683,8004.0,6.364897597142686,0.135682221390242,5721.422853690757,17953.061082214503,0.0198642500000012,0.6377201724098995,0.4721690533770325,2.6999013,0.9508635806214278,19.07015284336528
9,533.913941925225,0.004733789130114,0.0179601530786623,694.5155634312849,533.913941925225,0.1267422281193459,8.62935662007968,0.8468451126601694,8004.0,6.398820044080394,0.137970230076762,6419.428622266447,20147.60948726424,0.0187605000000012,0.7153370194137096,0.4701836806291405,2.7000217,0.946109022550247,19.04052430216348
10,530.3936591690809,0.0047106420388445,0.0183246087518464,690.9174915491742,530.3936591690809,0.1266891294598091,8.618385502258652,0.8468366756896601,8004.0,6.369225838330835,0.1370689803425835,7113.944185697732,22331.988410941816,0.018861750000001,0.7925552484812215,0.4704104196177426,2.6997809,0.9412075222085832,19.116893692911933
11,527.124313216712,0.0047222579596564,0.0189307662302971,687.188848176741,527.124313216712,0.1287156546326326,8.5999128421871,0.8468409373202952,8004.0,6.384669336582828,0.1379561432010428,7804.861677246906,24505.606810871297,0.0190620000000008,0.8693595813820139,0.4696042767140161,2.6999414,0.9361281498773102,19.120851892380948
12,522.990798248383,0.004733832902275,0.0197138065743087,682.950814764431,522.990798248383,0.1286817615837123,8.622051819456425,0.8468451631616576,8004.0,6.396500637773356,0.1384803958550118,8492.050525423647,26668.17869815288,0.0196627500000001,0.9457374704070388,0.4696661518899123,2.7000217,0.930354857153032,19.048883238878503
13,519.298183956339,0.0047338331351056,0.0202425397607986,678.973812147597,519.298183956339,0.1287636713624272,8.647458426454838,0.8468451286214086,8004.0,6.424346752752546,0.1408500563576727,9175.00134018808,28818.155381863697,0.0197630000000015,1.0216319585451856,0.4675329216865861,2.6999815,0.9249371555828858,19.015039053511693
14,515.3900895449659,0.0047222800785675,0.0203574835721684,674.794672437537,515.3900895449659,0.129826282407652,8.618385502258652,0.8468409457216356,8004.0,6.38882442951046,0.1388229387079475,9853.975152335675,30956.132627009032,0.0212674999999995,1.0970703966449946,0.4683187548171211,2.6999013,0.9192440912451316,19.04454183673116
15,508.691987557749,0.0047800929751247,0.0216992852821012,667.088694869066,508.691987557749,0.1311053732261808,8.636624620543671,0.8468617458303247,8004.0,6.435884456813012,0.1402556165563586,10528.769824773211,33081.76303683168,0.0219694999999986,1.1720364325447008,0.4658688578166481,2.7000716,0.9087465656474616,18.94023479767296
16,501.064223573164,0.0048032411141321,0.0223893691045191,659.50607827045,501.064223573164,0.1277092191306307,8.632995197142984,0.8468698046033126,8004.0,6.4679372304966725,0.1418021404424265,11195.858519642275,35185.31301658008,0.0248519999999996,1.2461383015615866,0.4648110483432147,2.6999111,0.8984170894539455,18.765975396949926
17,497.786782232751,0.0048379629151895,0.0226928722337007,655.8003460359121,497.786782232751,0.128676106726604,8.640244936222325,0.8468821214268681,8004.0,6.482352313535039,0.1411639930550445,11855.364597912729,37266.44589552304,0.0250522500000016,1.3193467796081677,0.4651831197844281,2.6999848,0.8933689279916884,18.67285458362685
18,493.820762197652,0.0048611110541969,0.0231814693289653,651.835891740275,493.820762197652,0.1295558697093876,8.679480099505497,0.8468901059133246,8004.0,6.509647697830234,0.1424193123818696,12511.16494394864,39337.03836455589,0.0254707500000006,1.3921325418632478,0.4643316569992732,2.7001908,0.8879683204659775,18.543000613471428
19,490.765903011447,0.0048379568615928,0.0229021263104813,649.132295177317,490.765903011447,0.1287973425472327,8.66533591718513,0.8468821192839581,8004.0,6.48111599872152,0.1412580493065892,13163.000835688914,41396.13291443495,0.0259582499999999,1.4644660159246996,0.4653415156765389,2.6999502,0.8842853258201657,18.581982950923813
